104,asambleista,curul,total si,voto
,ARTEAGA MUÑOZ KARINA CECILIA,7,,AUSENTE
,BERGMANN REYNA CARLOS ALBERTO,9,,AUSENTE
,CABEZAS GUERRERO ELIZABETH ENRIQUETA,13,,AUSENTE
,CADENA VÉLEZ KARLA GABRIELA,14,,AUSENTE
,CALLE VERZOZI HERMUY,15,,AUSENTE
,CARRIÓN CEVALLOS MARÍA JOSÉ,18,,AUSENTE
,TENORIO VALENCIA CALLETANO,20,,AUSENTE
,CHÁVEZ BAJAÑA KHARLA DEL ROCÍO,23,,AUSENTE
,CUESTA RÍOS LIUBA ELISA,25,,AUSENTE
,DURÁN AGUILAR LILIANA ELIZABETH,28,,AUSENTE
,ESPÍN REYES EUGENIA SOFÍA,29,,AUSENTE
,HOLGUÍN NARANJO MARCELA PRISCILA,37,,AUSENTE
,MARÍN AGUIRRE ANA BELÉN,40,,AUSENTE
,POMA HERRERA YOFRE MARTÍN,50,,AUSENTE
,PROAÑO CIFUENTES ROBERTH MAURICIO,51,,AUSENTE
,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,54,,AUSENTE
,SALAZAR CEDEÑO GUADALUPE DOLORES,56,,AUSENTE
,SÁNCHEZ REYES MONTGOMERY,59,,AUSENTE
,VELIN CORTÉS JUAN PABLO,63,,AUSENTE
,VERA FLORES WENDY VANESSA,64,,AUSENTE
,ANDRADE MUÑOZ WILMA PIEDAD,71,,AUSENTE
,ASÁN WONSANG JOSÉ FRANCISCO,72,,AUSENTE
,BERNAL BERNAL ESTEBAN REMIGIO,74,,AUSENTE
,ZAMBRANO CASTRO NORALMA ELIZABETH,76,,AUSENTE
,AZUERO RODAS ELISEO ALEXIS,77,,AUSENTE
,FALQUEZ BATALLAS PEDRO CARLOS,79,,AUSENTE
,CADENA HUERTAS FRANCISCO JAVIER,95,,AUSENTE
,CANDELL SOTO JAIME ENRIQUE JIMMY,107,,AUSENTE
,TAIANO BASANTE VICENTE GIOVANNY,111,,AUSENTE
,MORENO GUERRERO HENRY FREDY,118,,AUSENTE
,UGARTE GUZMÁN BLANCA ROSANA,127,,AUSENTE
,VINTIMILLA MOSCOSO PAOLA,128,,AUSENTE
,PALACIOS MUÑOZ JUAN SEBASTIÁN,130,,AUSENTE
,AGUIÑAGA VALLEJO PAOLA MARCELA,1,,SI
,ALBORNOZ VINTIMILLA CLAUDIO ESTEBAN,2,,SI
,SERRANO SALGADO JOSÉ RICARDO,3,,SI
,ARIAS FERNÁNDEZ VERÓNICA ELIZABETH,4,,SI
,ARIAS RAMÍREZ ALBERTO JESÚS,5,,SI
,YELA ACOSTA WERNER ANTONIO,6,,SI
,BENAVIDES ZAMBRANO ZOILA TERESA,8,,SI
,BONILLA SALCEDO VIVIANA,10,,SI
,BUENDÍA HERDOÍZA MARÍA SOLEDAD,11,,SI
,BUSTAMANTE MONTEROS RUBÉN ALEJANDRO,12,,SI
,CAMBALA MONTECE CARLOS ALBERTO,16,,SI
,CÁRDENAS ESPINOZA JUAN JORGE,17,,SI
,VALLEJO JARAMILLO NORMA MARLENE,19,,SI
,CERDA MIRANDA GABRIELA PAMELA,21,,SI
,CHALÁ CRUZ JOSÉ FRANKLIN,22,,SI
,COROZO AYOVÍ JORGE WILBER,24,,SI
,CUESTA SANTANA ESTHER ADELINA,26,,SI
,DOUMET CHEDRAUI MICHEL ANDRÉS,27,,SI
,ESPINOSA ANDRADE AUGUSTO XAVIER,30,,SI
,GARCÍA MARTÍNEZ INGRID VANESSA,31,,SI
,GARCÍA GAIBOR CARMEN MERCEDES,32,,SI
,GARCÍA POZO DIEGO OSWALDO,33,,SI
,GARZÓN RICAURTE WILLIAM ANTONIO,34,,SI
,GAVILÁNEZ CAMACHO FAFO HOLGUÍN,35,,SI
,GUEVARA VILLACRÉS VERÓNICA MARGARITA,36,,SI
,ASPIAZU INFANTE CARMEN MARJORIE,38,,SI
,LLORET VALDIVIESO JUAN CRISTÓBAL,39,,SI
,MELO GARZÓN ESTEBAN ANDRÉS,41,,SI
,MENDOZA ARÉVALO DANIEL ISAAC,42,,SI
,MUÑOZ LÓPEZ CHRISTIAN PABEL,43,,SI
,NARANJO ALVARADO PRISCILA AMAPOLA,44,,SI
,OCHOA MORANTE MANUEL ALFREDO,45,,SI
,ORELLANA ROMÁN ROSA GINA,46,,SI
,PALACIOS VELÁSQUEZ SONIA LUCRECIA,47,,SI
,PEÑA PACHECO XIMENA DEL ROCÍO,48,,SI
,PLAZA CASTILLO LENIN,49,,SI
,QUIJIJE DELGADO LUIS RAFAEL,52,,SI
,QUIÑONEZ OCAMPO JULIO CÉSAR,53,,SI
,RIVADENEIRA BUSTOS CARMEN MERCEDES,55,,SI
,SALGADO ANDRADE SILVIA BETZABETH,57,,SI
,SAMANIEGO MAIGUA FRANKLIN OMAR,58,,SI
,ALEMÁN MARMOL MÓNICA ROCÍO,60,,SI
,SOLIZ CARRIÓN DORIS JOSEFINA,61,,SI
,VALLE PINARGOTE BAIRON LEONARDO,62,,SI
,VERA RODRÍGUEZ CARLOS ALFREDO,65,,SI
,VILLALVA MIRANDA LIRA DE LA PAZ,66,,SI
,VITERI GUALINGA CARLOS ELOY,67,,SI
,YAR ARAUJO JUAN CARLOS,68,,SI
,YUNDA MACHADO JORGE HOMERO,69,,SI
,LOOR ALCÍVAR LEXI LIDUVINA,70,,SI
,AUQUILLA ORTEGA RAÚL VICENTE,73,,SI
,BURBANO MONTENEGRO FÉLIX FERNANDO,75,,SI
,CUCALÓN CAMACHO HENRY EDUARDO,78,,SI
,CALLEJAS BARONA FERNANDO,80,,SI
,CAMPAIN BRAMBILLA RINA ASUNCIÓN,81,,SI
,CAMPOVERDE ROBLES EMILIO ABSALÓN,82,,SI
,CARRIÓN MORENO CÉSAR ATAULFO,83,,SI
,ZAMBRANO CHACHA ALBERTO ALEXANDER,84,,SI
,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85,,SI
,YANDÚN POZO CÁSTULO RENÉ,86,,SI
,HENRÍQUEZ JAIME PATRICIA IVONNE,87,,SI
,OLLAGUE VALAREZO ZOILA PIEDAD,88,,SI
,CASTANIER JARAMILLO XAVIER HOMERO,89,,SI
,CELI SANTOS GUILLERMO ALEJANDRO,90,,SI
,CRUZ PROAÑO LUDOVICO ISRAEL,91,,SI
,CRUZ VACA JEANNINE DEL CISNE,92,,SI
,CUESTA ORELLANA MARÍA DE LOURDES,93,,SI
,ZAMBRANO VALLE EDUARDO MAURICIO,94,,SI
,PEÑA ONTANEDA ELIO GERMÁN,96,,SI
,MONTAÑO GUISAMANO MAYRA MIGDONIA,97,,SI
,,98,,SI
,REYES HIDALGO CRISTINA EUGENIA,99,,SI
,CURICHUMBI YUPANQUI PEDRO,100,,SI
,DONOSO CHIRIBOGA PATRICIO,101,,SI
,FLORES VÁSQUEZ FERNANDO PATRICIO,102,,SI
,GALARZA AÑAZCO ANA MERCEDES,103,,SI
,GENDE CALAZACÓN ANGEL MESÍAS,104,,SI
,MOLINA CELI KARLA ELIZABETH,105,,SI
,ZAMBRANO VERA MARIANO,106,,SI
,DUCHI GUAMÁN MARÍA ENCARNACIÓN,108,,SI
,OLIVO PALLO JAIME FERNANDO,109,,SI
,ROHON HERVAS CÉSAR EDUARDO,110,,SI
,TERÁN SALCEDO RAMÓN FORTUNATO,112,,SI
,TORRES TORRES LUIS FERNANDO,113,,SI
,LARREÁTEGUI FABARA MARÍA GABRIELA,114,,SI
,CUADRO GASTEZZI DEYSI MARIA,115,,SI
,MINCHALA MURILLO RÓMULO MARCELO,116,,SI
,MONTAÑO VALENCIA MAE,117,,SI
,MUÑOZ ALARCÓN HÉCTOR PATRICIO,119,,SI
,PACHALA POMA LUIS ALBERTO,120,,SI
,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121,,SI
,CUESTA CONCARI MARÍA MERCEDES,122,,SI
,PEÑAFIEL IZQUIERDO EDDY COLÓN,123,,SI
,PUANCHIR PAYASHÑA TITO PEDRO,124,,SI
